pitcher,player_name,p_throws,w_lhh,n_lhh,n_rhh,best_delta_in,gain_stuff,gain_stuff_vs_lhh,gain_stuff_vs_rhh,room_fb,room_tb,rel_own_p95,best_delta_in_in_support,gain_stuff_in_support,room_source,validation
686560,"Collyer, Gavin",R,0.508968609865471,66,66,-15,5.84718985459908,3.82369615108083,7.94460113632804,20.3583990870955,15.6416009129045,4.512,-4,0.799944683460482,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
676282,"Cantillo, Joey",L,0.233915441176471,239,704,31,5.75944496199917,4.85879602534408,6.03444814661671,31.0792825895464,4.92071741045358,4.776,-4,0.437942280240768,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
642546,"Hernández, Jonathan",R,0.462469733656174,74,87,-28,5.62649262638984,3.29764675226112,7.63013930187896,7.60080963737905,28.399190362621,4.29,-4,0.299227695378899,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
660271,"Ohtani, Shohei",R,0.555056179775281,340,279,-32,5.59726627413669,3.51370033905974,8.1964621628438,3.74336032186185,32.2566396781382,3.6045,2,0.065381649414955,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
519242,"Sale, Chris",L,0.238805970149254,227,772,29,5.51522271679975,7.64082466661195,4.84836720313318,29.4467633281285,6.55323667187152,2.88,-2,0.170418035007902,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
664991,"Wolfram, Grant",L,0.481481481481482,116,137,26,5.10397167866006,3.72352873461543,6.38581155527293,26.2261808973722,9.7738191026278,2.736,2,0.0569528495418659,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
595345,"Okert, Steven",L,0.461945031712474,122,195,11,5.08344187614674,7.61410416010395,2.91075146732689,11.2114318516817,24.7885681483183,2.3565,2,0.596330111350425,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
607536,"Freeland, Kyle",L,0.255154639175258,243,704,19,5.07599614442678,3.66278509710287,5.56010650319863,19.6789199118295,16.3210800881705,3.819,3,0.129596592312116,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
668909,"Williams, Gavin",R,0.601440067767895,690,423,-17,5.01163074059506,4.65598885053093,5.54830606885336,18.8568653922211,17.1431346077789,2.13,-2,0.194299382082333,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
669456,"Bieber, Shane",R,0.592279855247286,186,157,-29,4.96639218879917,3.57330784639452,6.99007388146393,6.89217565419324,29.1078243458068,2.8305,-1,0.179216088059438,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
677944,"Cecconi, Slade",R,0.571197411003236,478,364,-26,4.93299226045119,3.62907920897269,6.66990285355274,9.47802197802198,26.521978021978,3.6,-3,0.268776113272154,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
686613,"Brown, Hunter",R,0.581352833638026,240,183,-25,4.89224174371959,4.75524837466468,5.08247707716702,10.9047411768972,25.0952588231028,6.26999999999999,-6,0.483004605856636,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
687396,"Headrick, Brent",L,0.372069317023446,129,289,25,4.85726062870271,6.76085496059311,3.72931918204688,25.0729638354242,10.9270361645759,2.802,-2,0.165936734287818,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
663460,"Bubic, Kris",L,0.235511713933416,78,281,27,4.84727806796918,3.91493649858551,5.13449942240834,27.4779358111375,8.52206418886248,3.324,1,0.0714050292810912,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
669276,"Lee, Dylan",L,0.368482039397451,72,171,20,4.75409376024198,6.31785953699538,3.8416579492189,20.3935302920648,15.6064697079352,3.2475,-3,0.325932738362812,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
664285,"Valdez, Framber",L,0.228133453561767,224,736,35,4.74343698072728,5.85540101733307,4.41478405869309,35.1010743375829,0.898925662417057,3.54,0,0,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
605135,"Bassitt, Chris",R,0.63730084348641,301,167,-31,4.71222001831036,4.27532383309355,5.47989290189545,4.00749538947765,31.9925046105224,13.224,-13,2.133855958564,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
680916,"Aleman, Franco",R,0.467065868263473,72,64,-27,4.69363679946614,1.64436981439107,7.36602808975665,8.66948667581245,27.3305133241876,4.509,-4,0.594445527152834,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
640455,"Manaea, Sean",L,0.322938689217759,281,640,30,4.6806780280631,6.14426129498059,3.98259108342095,30.8989316931046,5.10106830689544,13.86,13,1.79293989597217,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
594798,"deGrom, Jacob",R,0.586956521739131,578,439,-32,4.60616601609644,1.85755642161545,8.51208491351679,3.99060960011071,32.0093903998893,1.68,-1,0.0493174896229624,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
650911,"Sánchez, Cristopher",L,0.217426381605486,281,874,33,4.57477360932685,7.13742501923511,3.86277922275956,33.8549120818097,2.14508791819027,2.64,-1,0.121513373413573,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
605400,"Nola, Aaron",R,0.635922330097087,621,348,-26,4.54814452796465,3.18312285943105,6.93238237566999,9.80988520128763,26.1901147987124,3.093,3,0.192794077021786,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
605488,"Springs, Jeffrey",L,0.263834544438234,197,601,22,4.54525956021536,8.0720525027961,3.28129124670123,22.4764554113696,13.5235445886304,3.009,-3,0.25961796521327,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
676254,"Walker, Ryan",R,0.420408163265306,91,98,-32,4.53810271929518,1.96540692084119,6.4042130519766,3.87428571428571,32.1257142857143,4.089,-4,0.669920213131801,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
663855,"Hicks, Jordan",R,0.39209726443769,112,140,-29,4.36227536584089,1.81395902821603,6.00593940360892,6.44241984778619,29.5575801522138,9.54,-9,0.612590518671983,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
666808,"Doval, Camilo",R,0.472636815920398,108,117,-29,4.25650461485427,1.49777923598115,6.72894717139151,6.97448354157996,29.02551645842,3.1905,-3,0.17828360828305,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
676263,"Dreyer, Jack",L,0.444717444717445,129,158,24,4.22471647375632,4.72135490662901,3.82696622442023,24.25588186001,11.74411813999,12.666,12,0.670871839730262,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
650633,"King, Michael",R,0.612121212121212,602,388,-30,4.21639857567201,1.19145272123204,8.99014125221009,5.848,30.152,2.76,-2,0.0356492889141643,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
682052,"Lopez, Jacob",L,0.271589486858573,185,520,13,4.14997568821951,6.1769620518444,3.3942092949092,13.1333904910366,22.8666095089634,3.102,3,1.08690131090473,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
687570,"Prielipp, Connor",L,0.306108897742364,188,486,25,4.12654048798012,4.40562259582172,4.00342388346818,25.8954614026727,10.1045385973273,2.667,-2,0.204111466008809,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
702275,"Ritchie, JR",R,0.623655913978495,256,148,-22,4.09683744256543,3.77547192527437,4.62938601407633,13.7490027070078,22.2509972929922,5.724,-4,0.322248734446533,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
547179,"Lorenzen, Michael",R,0.570383912248629,527,429,-31,4.08812584683307,1.40304929666225,7.65299343684708,4.83059380130665,31.1694061986934,10.974,-1,0.010307764843881,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
685126,"Eisert, Brandon",L,0.4578125,121,114,11,4.05397947330642,6.43465257113069,2.04378576246346,11.1696716282151,24.8303283717849,3.129,3,0.659923699621215,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
687377,"Ribalta, Orlando",R,0.505494505494506,118,141,-26,3.99777753246946,1.79536729228513,6.24913022243565,9.99835992814119,26.0016400718588,3.681,2,0.112342869243324,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
571578,"Corbin, Patrick",L,0.286827195467422,177,462,15,3.96018605761642,5.74626022810691,3.24185434058698,15.3268954112367,20.6731045887633,2.04,1,0.0106007923213468,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
657044,"Thompson, Ryan",R,0.412844036697248,113,148,-15,3.92515231729721,0.396263295060436,6.40640241105744,20.2860013453335,15.7139986546665,3.708,-3,1.65137832700308,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
669060,"Wilson, Bryse",R,0.490384615384615,104,116,-20,3.87757911735759,1.08785319930743,6.56203235925492,15.6698675094202,20.3301324905798,12.114,-12,1.12170522759987,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
642232,"Yarbrough, Ryan",L,0.449061662198391,140,102,24,3.77902904141996,4.98094947937282,2.7993615311664,24.3558620689655,11.6441379310345,2.064,2,0.505248909470016,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
672335,"Pérez, Cionel",L,0.487179487179487,147,126,28,3.74829319733768,2.69016636009027,4.75351369272271,28.2679519106355,7.73204808936452,3.1785,-2,0.0973231470992617,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
694973,"Skenes, Paul",R,0.610676484123332,659,418,-32,3.74629028085311,0.723894957353705,8.48709240175583,3.19331564129548,32.8066843587045,6.52199999999999,-6,0.229833897376678,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
607074,"Rodón, Carlos",L,0.274049217002237,108,281,15,3.70426501308657,3.73079446270692,3.69425004366133,15.1891894080174,20.8108105919826,3.72599999999999,3,0.253296685597919,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
674841,"Alvarez, Andrew",L,0.288025889967638,149,384,24,3.69304169472187,1.5252621128418,4.5700070710279,24.1470596814869,11.8529403185131,4.077,-2,0.212434662265632,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
663992,"Lovelady, Richard",L,0.432282003710575,86,110,27,3.68051483160246,4.35720920133996,3.16525408601801,27.8815312998551,8.11846870014496,2.16,0,0,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
820862,"Fermin, José",R,0.41607898448519,88,141,-21,3.67498645572265,0.78173626895154,5.73660192697259,14.6522069885539,21.3477930114461,4.704,-4,0.340273780769542,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
681293,"Arrighetti, Spencer",R,0.605053191489362,338,276,-20,3.64680431704,1.76556575929271,6.52883645096262,15.4371626361261,20.5628373638739,8.928,-8,0.765448603946689,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
667463,"King, John",L,0.558106169296987,105,70,27,3.63084156440503,3.64046930683575,3.61868185075064,27.6678616796048,8.33213832039522,2.64,-2,0.311182362218246,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
669022,"Gore, MacKenzie",L,0.252427184466019,265,875,23,3.62698181879825,3.68540978679054,3.60725289454112,23.7445054945055,12.2554945054945,2.5635,2,0.099467531678625,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
671096,"Abbott, Andrew",L,0.282932891466446,331,705,24,3.61736913075958,2.78217975495597,3.94690947950243,24.1908649747097,11.8091350252903,3.06,-3,0.359792171701643,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
663558,"Morán, Jovani",L,0.39496855345912,116,189,28,3.56208692821031,5.58339583399386,2.24256302713748,28.0259025587101,7.97409744128987,2.64,-2,0.279143521743945,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
694819,"Misiorowski, Jacob",R,0.5741718674988,608,430,-30,3.46599140978517,2.32592234849886,5.00322094450717,5.01882352941177,30.9811764705882,2.31,-2,0.0444039086848567,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
691587,"Pérez, Eury",R,0.586552935273457,538,406,-28,3.45380809267174,1.81708234141559,5.77581343638345,7.32017724285664,28.6798227571434,3.12,-2,0.130228536308855,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
696070,"Rojas, Kendry",L,0.429942418426104,86,132,24,3.3830460278087,4.86999520366758,2.26157594231244,24.1370983741855,11.8629016258145,2.388,2,0.0478137751419711,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
607625,"Lugo, Seth",R,0.65700267618198,640,354,-29,3.38123160065498,2.99126588967043,4.12820103144855,6.31396895787139,29.6860310421286,2.5785,-2,0.133930603046764,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
801139,"Tolle, Payton",L,0.267950963222417,227,680,19,3.36959049138951,4.35036818002389,3.01059770105205,19.5191234261773,16.4808765738227,1.965,1,0.0686903208392141,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
676962,"Brown, Ben",R,0.567729083665339,252,203,-25,3.34619312003246,2.16073992909946,4.90312473024402,10.6253038674033,25.3746961325967,2.79,2,0.0412978734208173,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
625643,"López, Reynaldo",R,0.619086460032627,305,229,-29,3.33785882463559,1.9218742132539,5.63921282900113,6.41616017835453,29.5838398216455,3.36,-3,0.122886131084746,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
695243,"Miller, Mason",R,0.528235294117647,140,161,-24,3.31574608622636,2.55288395964888,4.16992338007496,11.9853457331466,24.0146542668534,3.345,-3,0.381634620297916,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
663738,"Lynch IV, Daniel",L,0.40176322418136,124,143,25,3.26005911619358,4.07683793015547,2.71152766008024,25.5218450896271,10.4781549103729,4.059,-4,0.183706319226509,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
572955,"Johnson, Pierce",R,0.491582491582492,89,90,-25,3.25681001201971,1.37253312686066,5.07869362283575,10.4202345100162,25.5797654899838,5.418,-4,0.0904061981971907,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
643511,"Rogers, Tyler",R,0.554878048780488,209,163,-10,3.25056029064791,1.45277987478967,5.49162902822461,25.0110214442112,10.9889785557888,2.151,-2,0.873973977331918,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
666142,"Ragans, Cole",L,0.325508607198748,80,200,29,3.22964611628972,3.19043566498358,3.24856902550475,29.1853676027903,6.81463239720966,10.422,-6,0.574198041542478,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
687075,"Sproat, Brandon",R,0.550640279394645,408,317,-23,3.19452561733167,2.95544070747587,3.48749754054875,12.2482225944986,23.7517774055014,2.286,-2,0.0742878875790314,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
695239,"Ahlstrom, Robby",L,0.441860465116279,77,104,16,3.18261174037301,4.19645025170429,2.37998958556908,16.5640003500223,19.4359996499777,4.62,4,0.404700980528514,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
543037,"Cole, Gerrit",R,0.660915228807202,413,197,-25,3.15174358935047,2.39823217704646,4.62042401908463,10.2893887767273,25.7106112232727,4.722,-4,0.0441604813867303,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
681982,"Anderson, Grant",R,0.409028727770178,123,180,-25,3.14097823512575,1.1715833781785,4.50405476805914,10.8432348137524,25.1567651862476,5.409,-5,0.561323680237005,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
571510,"Boyd, Matthew",L,0.244928625093914,152,485,23,3.12919286949423,5.62210854038731,2.32054559714483,23.8210172236339,12.1789827763661,3.864,-3,0.309714215814017,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
656271,"Burke, Brock",L,0.431632653061225,143,174,25,3.12764912406688,4.01253854054033,2.45564154207716,25.7210425400355,10.2789574599645,2.67,-1,0.105034779908553,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
543135,"Eovaldi, Nathan",R,0.58128593831678,525,403,-21,3.12648740167941,1.75962646834461,5.02405214308802,14.8154949764238,21.1845050235762,2.64,-2,0.297491555845419,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
518585,"Cruz, Fernando",R,0.538461538461538,119,81,-21,3.1063078164044,-0.0231469606104088,6.75733838958835,14.4859307309163,21.5140692690837,4.626,-4,0.816533352020494,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
663903,"Singer, Brady",R,0.662056247118488,640,300,-32,3.10352729190714,2.4356599935219,4.41192761998518,3.7724940563795,32.2275059436205,2.04,-2,0.0460468737846239,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
702273,"Schultz, Noah",L,0.216216216216216,97,399,31,3.07823901464544,6.41354653351866,2.15815418185282,31.1040121659258,4.89598783407423,4.698,-4,0.246041651666467,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
837227,"Imai, Tatsuya",R,0.626612903225806,343,183,-29,3.0683930122048,0.719311681293648,7.01058781591531,6.50295610147068,29.4970438985293,5.202,-5,0.166292520824428,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
676106,"Hancock, Emerson",R,0.59222333000997,563,433,-27,3.05833557014381,1.71350137053577,5.01146885759412,8.3025,27.6975,2.9475,-1,0.0345070739591723,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
650556,"Abreu, Bryan",R,0.524154589371981,135,123,-13,2.98206306182013,1.76713525751751,4.32033379041742,22.8553241429284,13.1446758570716,6,-6,0.722471986571129,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
681347,"Burrows, Mike",R,0.597957881301851,421,327,-23,2.9730634699152,1.9349091016589,4.51711210968688,12.4854330160204,23.5145669839796,13.5255,-13,0.520773527429701,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
689818,"Sandlin, David",R,0.611246943765281,116,64,-17,2.97248765019817,2.07377630138576,4.38555580870824,18.2569596998458,17.7430403001543,2.193,-1,0.0639232519217821,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
669461,"Liberatore, Matthew",L,0.241413638626182,219,705,27,2.96799767489071,3.74549410322529,2.72056606876061,27.3516279069768,8.64837209302325,3.3465,3,0.281675694938599,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
573124,"Rogers, Taylor",L,0.529197080291971,93,116,16,2.94148763554688,4.31589982334886,1.39660571902528,16.9358839671904,19.0641160328096,2.403,1,0.399674042076083,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
605280,"Holmes, Clay",R,0.605316973415133,256,187,-31,2.93331334084541,0.882757569461506,6.07820716638757,4.15816297589177,31.8418370241082,3.12,-1,0.0999285940665333,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
695418,"Lord, Brad",R,0.515418502202643,276,267,-23,2.9213025097214,1.82371119679098,4.08874054256557,12.6205140090966,23.3794859909034,4.44,-4,0.303906050832364,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
624133,"Suarez, Ranger",L,0.259977194982896,208,536,17,2.87678399369079,1.62398374327956,3.31690488289536,17.2089090550404,18.7910909449596,3.603,-3,0.225738032996839,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
676917,"Cavalli, Cade",R,0.575730735163862,585,449,-21,2.86388241807305,2.12779217221017,3.86275227154042,14.1613894861597,21.8386105138403,6.91199999999999,-1,0.0229719932002486,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
641302,"Alexander, Tyler",L,0.379349046015713,112,160,26,2.84103802956359,1.90292744608853,3.41442207515956,26.1529670810508,9.84703291894918,3.42,-3,0.379290258629319,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
690925,"Beeter, Clayton",R,0.53257328990228,92,100,-26,2.83953409078202,2.11985288650847,3.65951929565119,9.10456504826318,26.8954349517368,2.52,-2,0.16992138195781,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
701542,"Warren, Will",R,0.552425665101722,424,377,-20,2.8297759142279,1.51460943512035,4.45304083424527,15.90457241975,20.0954275802501,2.154,-2,0.195796026414708,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
805427,"Sommers, Drew",L,0.549618320610687,95,65,23,2.82612318084981,3.12292208367801,2.46392790960183,23.9625397109976,12.0374602890024,2.22,1,0.0832508940143724,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
669358,"Baz, Shane",R,0.598063973063973,640,442,-26,2.82367469894745,2.53240866256774,3.2570663614559,9.16693955536554,26.8330604446345,4.41,-1,0.0903955181349709,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
677976,"Dobnak, Randy",R,0.605077574047955,202,121,-24,2.81690647041239,0.747863958505275,5.98697517615578,11.7597556539686,24.2402443460314,3.57,-1,0.153448752728494,phase 5 measured,"CONSISTENT BUT UNDERPOWERED: measured slope matches the model in sign and size, but neither is separable from zero"
